,Unnamed: 0,#,Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments,Senator Name,Type,Comment
2224,,305,Self,--,VLO-Valero Energy Corporation (NYSE),,01/10/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2225,,306,Self,--,RTN - Raytheon Company,,01/13/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2226,,307,Self,APOL,"Apollo Education Group, Inc. (NASDAQ)",,01/15/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2227,,308,Self,APOL,"Apollo Education Group, Inc. (NASDAQ)",,01/15/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2228,,309,Self,TWC,Time Warner Cable Inc. (NYSE),,01/15/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2229,,310,Self,BAC,Bank of America Corporation (NYSE),,01/17/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2230,,311,Self,EMC,EMC Corporation (NYSE),,01/17/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2231,,312,Self,UNH,UnitedHealth Group Incorporated (NYSE),,01/17/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2232,,313,Self,RDS-A,Royal Dutch Shell plc (NYSE),,01/23/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2233,,314,Self,BRK-B,Berkshire Hathaway Inc. (NYSE),,01/29/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2234,,315,Self,V,Visa Inc. (NYSE),,01/29/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2235,,316,Self,AXP,American Express Company (NYSE),,01/29/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2236,,317,Self,DGX,Quest Diagnostics Inc. (NYSE),,01/30/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2237,,318,Self,C,Citigroup Inc. (NYSE),,01/30/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2238,,319,Self,IACI,IAC/InterActiveCorp (NASDAQ),,01/30/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2239,,320,Self,VR,"Validus Holdings, Ltd. (NYSE)",,01/31/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2240,,321,Self,TSN,"Tyson Foods, Inc. (NYSE)",,01/31/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2241,,322,Self,IP,International Paper Company (NYSE),,01/31/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2242,,323,Self,M,"Macy's, Inc. (NYSE)",,02/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2243,,324,Self,TRV,"The Travelers Companies, Inc. (NYSE)",,02/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2244,,325,Self,ACE,ACE Limited (NYSE),,02/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2245,,326,Self,AGCO,AGCO Corporation (NYSE),,02/05/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2246,,327,Self,ALL,The Allstate Corporation (NYSE),,02/06/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2247,,328,Self,GSK,GlaxoSmithKline plc (NYSE),,02/06/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2248,,329,Self,GSK,GlaxoSmithKline plc (NYSE),,02/07/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2249,,330,Self,CI,Cigna Corp. (NYSE),,02/10/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2250,,331,Self,ONNN,ON Semiconductor Corp. (NASDAQ),,02/10/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2251,,332,Self,LH,Laboratory Corp. of America Holdings (NYSE),,02/10/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2252,,333,Self,NVS,Novartis AG (NYSE),,02/12/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2253,,334,Self,CMCSK,Comcast Corporation (NASDAQ),,02/13/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2254,,335,Self,A,Agilent Technologies Inc. (NYSE),,02/14/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2255,,336,Self,FLS,Flowserve Corp. (NYSE),,02/18/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2256,,337,Self,CBL,CBL & Associates Properties Inc. (NYSE),,02/24/2014,"$500,001 - $1,000,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2257,,338,Self,CBL,CBL & Associates Properties Inc. (NYSE),,02/24/2014,"$100,001 - $250,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2258,,339,Self,CBL,CBL & Associates Properties Inc. (NYSE),,02/24/2014,"$500,001 - $1,000,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2259,,340,Self,CBL,CBL & Associates Properties Inc. (NYSE),,02/24/2014,"$500,001 - $1,000,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2260,,341,Self,JPM,JPMorgan Chase & Co. (NYSE),,02/24/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2261,,342,Self,CBL,CBL & Associates Properties Inc. (NYSE),,02/24/2014,"$500,001 - $1,000,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2262,,343,Self,SIX,Six Flags Entertainment Corporation (NYSE),,02/24/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2263,,344,Self,CBL,CBL & Associates Properties Inc. (NYSE),,02/25/2014,"$100,001 - $250,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2264,,345,Self,QEP,"QEP Resources, Inc. (NYSE)",,02/25/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2265,,346,Self,CBL,CBL & Associates Properties Inc. (NYSE),,02/25/2014,"$250,001 - $500,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2266,,347,Self,CBL,CBL & Associates Properties Inc. (NYSE),,02/25/2014,"$100,001 - $250,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2267,,348,Self,CR,Crane Co. (NYSE),,02/26/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2268,,349,Self,LKQ,LKQ Corp. (NASDAQ),,02/27/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2269,,350,Self,WFC,Wells Fargo & Company (NYSE),,02/27/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2270,,351,Self,NVS,Novartis AG (NYSE),,02/28/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2271,,352,Self,SSEZY,SSE plc (OTC Markets),,02/28/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2272,,353,Self,AZN,AstraZeneca PLC (NYSE),,02/28/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2273,,354,Self,RHHBY,Roche Holding AG (OTC Markets),,02/28/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2274,,355,Self,BTI,British American Tobacco plc (AMEX),,02/28/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2275,,356,Self,ADP,"Automatic Data Processing, Inc. (NASDAQ)",,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2276,,357,Self,DOX,Amdocs Limited (NASDAQ),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2277,,358,Self,WDC,Western Digital Corporation (NASDAQ),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2278,,359,Self,TW,Towers Watson & Co. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2279,,360,Self,RHI,Robert Half International Inc. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2280,,361,Self,PH,Parker-Hannifin Corporation (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2281,,362,Self,OCR,Omnicare Inc. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2282,,363,Self,MCK,McKesson Corporation (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2283,,364,Self,MMC,"Marsh & McLennan Companies, Inc. (NYSE)",,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2284,,365,Self,M,"Macy's, Inc. (NYSE)",,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2285,,366,Self,LEA,Lear Corp. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2286,,367,Self,LSI,LSI Corporation (NASDAQ),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2287,,368,Self,HII,"Huntington Ingalls Industries, Inc. (NYSE)",,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2288,,369,Self,GPK,Graphic Packaging Holding Company (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2289,,370,Self,FLS,Flowserve Corp. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2290,,371,Self,FITB,Fifth Third Bancorp (NASDAQ),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2291,,372,Self,EQR,Equity Residential (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2292,,373,Self,DOV,Dover Corporation (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2293,,374,Self,DFS,Discover Financial Services (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2294,,375,Self,CCK,Crown Holdings Inc. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2295,,376,Self,STZ,Constellation Brands Inc. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2296,,377,Self,CFN,CareFusion Corporation (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2297,,378,Self,CI,Cigna Corp. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2298,,379,Self,CBS,CBS Corporation (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2299,,380,Self,BXP,Boston Properties Inc. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2300,,381,Self,BBT,BB&T Corporation (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2301,,382,Self,ARW,"Arrow Electronics, Inc. (NYSE)",,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2302,,383,Self,ADI,"Analog Devices, Inc. (NASDAQ)",,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2303,,384,Self,TWC,Time Warner Cable Inc. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2304,,385,Self,WFC,Wells Fargo & Company (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2305,,386,Self,QEP,"QEP Resources, Inc. (NYSE)",,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2306,,387,Self,PSX,Phillips 66 (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2307,,388,Self,PFE,Pfizer Inc. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2308,,389,Self,OXY,Occidental Petroleum Corporation (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2309,,390,Self,MCK,McKesson Corporation (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2310,,391,Self,JNJ,Johnson & Johnson (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2311,,392,Self,JPM,JPMorgan Chase & Co. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2312,,393,Self,TRW,TRW Automotive Holdings Corp. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2313,,394,Self,CSCO,"Cisco Systems, Inc. (NASDAQ)",,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2314,,395,Self,COF,Capital One Financial Corporation (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2315,,396,Self,CVS,CVS Caremark Corporation (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2316,,397,Self,BRK-B,Berkshire Hathaway Inc. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2317,,398,Self,BAC,Bank of America Corporation (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2318,,399,Self,PRGO,Perrigo Company Public Limited Company (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2319,,400,Self,V,Visa Inc. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2320,,401,Self,VRSK,"Verisk Analytics, Inc. (NASDAQ)",,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2321,,402,Self,VAR,"Varian Medical Systems, Inc. (NYSE)",,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2322,,403,Self,SLB,Schlumberger Limited (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2323,,404,Self,QCOM,QUALCOMM Incorporated (NASDAQ),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2324,,405,Self,NOV,"National Oilwell Varco, Inc. (NYSE)",,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2325,,406,Self,MTB,M&T Bank Corporation (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2326,,407,Self,LKQ,LKQ Corp. (NASDAQ),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2327,,408,Self,GOOGL,Google Inc. (NASDAQ),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2328,,409,Self,ESRX,Express Scripts Holding Company (NASDAQ),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2329,,410,Self,EMC,EMC Corporation (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2330,,411,Self,CTSH,Cognizant Technology Solutions Corporation (NASDAQ),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2331,,412,Self,COH,"Coach, Inc. (NYSE)",,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2332,,413,Self,AAPL,Apple Inc. (NASDAQ),,03/03/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2333,,414,Self,DDAIF,Daimler AG (OTC Markets),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2334,,415,Self,YARIY,Yara International ASA (OTC Markets),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2335,,416,Self,WBK,Westpac Banking Corporation (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2336,,417,Self,WFC,Wells Fargo & Company (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2337,,418,Self,WM,"Waste Management, Inc. (NYSE)",,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2338,,419,Self,VOD,Vodafone Group Public Limited Company (NASDAQ),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2339,,420,Self,MRWSY,Wm. Morrison Supermarkets plc (OTC Markets),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2340,,421,Self,VIVHY,Vivendi Soci (OTC Markets),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2341,,422,Self,UUGRY,United Utilities Group PLC (OTC Markets),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2342,,423,Self,CMI,Cummins Inc. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2343,,424,Self,VZ,Verizon Communications Inc. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2344,,425,Self,TOT,Total SA (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2345,,426,Self,TWX,Time Warner Inc. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2346,,427,Self,CMCSA,Comcast Corporation (NASDAQ),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2347,,428,Self,KLAC,KLA-Tencor Corporation (NASDAQ),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2348,,429,Self,TLSYY,Telstra Corporation Limited (OTC Markets),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2349,,430,Self,EPD,Enterprise Products Partners L.P. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2350,,431,Self,EMR,Emerson Electric Co. (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2351,,432,Self,ECIFY,Electricite de France SA (OTC Markets),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2352,,433,Self,DUK,Duke Energy Corporation (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2353,,434,Self,DD,E. I. du Pont de Nemours and Company (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2354,,435,Self,DOW,The Dow Chemical Company (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2355,,436,Self,D,"Dominion Resources, Inc. (NYSE)",,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2356,,437,Self,DO,"Diamond Offshore Drilling, Inc. (NYSE)",,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2357,,438,Self,DEO,Diageo plc (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2358,,439,Self,DPSGY,Deutsche Post AG (OTC Markets),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2359,,440,Self,DTEGY,Deutsche Telekom AG (OTC Markets),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2360,,441,Self,DE,Deere & Company (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2361,,442,Self,CXW,Corrections Corporation of America (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2362,,443,Self,COP,ConocoPhillips (NYSE),,03/03/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
