,Unnamed: 0,#,Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments,Senator Name,Type,Comment
537,,5,Spouse,CVS,CVS Caremark Corporation (NYSE),Sale (Full),05/07/2013,"$15,001 - $50,000",,"Wyden, Ron",,
538,,6,Spouse,CELG,Celgene Corporation (NASDAQ),Sale (Full),05/07/2013,"$50,001 - $100,000",,"Wyden, Ron",,
539,,7,Spouse,CBG,"CBRE Group, Inc. (NYSE)",Sale (Full),05/07/2013,"$1,001 - $15,000",,"Wyden, Ron",,
540,,8,Spouse,CME,CME Group Inc. (NASDAQ),Sale (Full),05/07/2013,"$15,001 - $50,000",,"Wyden, Ron",,
541,,9,Spouse,CSCO,"Cisco Systems, Inc. (NASDAQ)",Sale (Full),05/07/2013,"$15,001 - $50,000",,"Wyden, Ron",,
542,,10,Spouse,EMC,EMC Corporation (NYSE),Sale (Full),05/07/2013,"$15,001 - $50,000",,"Wyden, Ron",,
543,,11,Spouse,EBAY,eBay Inc. (NASDAQ),Sale (Full),05/07/2013,"$15,001 - $50,000",,"Wyden, Ron",,
544,,12,Spouse,GE,General Electric Company (NYSE),Sale (Full),05/07/2013,"$15,001 - $50,000",,"Wyden, Ron",,
545,,13,Spouse,HD,"The Home Depot, Inc. (NYSE)",Sale (Full),05/07/2013,"$15,001 - $50,000",,"Wyden, Ron",,
546,,14,Spouse,INTC,Intel Corporation (NASDAQ),Sale (Full),05/07/2013,"$1,001 - $15,000",,"Wyden, Ron",,
547,,15,Spouse,L,Loews Corporation (NYSE),Sale (Full),05/07/2013,"$1,001 - $15,000",,"Wyden, Ron",,
548,,16,Spouse,MON,Monsanto Company (NYSE),Sale (Full),05/07/2013,"$50,001 - $100,000",,"Wyden, Ron",,
549,,17,Spouse,MSI,"Motorola Solutions, Inc. (NYSE)",Sale (Full),05/07/2013,"$15,001 - $50,000",,"Wyden, Ron",,
550,,18,Spouse,MSFT,Microsoft Corporation (NASDAQ),Sale (Full),05/07/2013,"$15,001 - $50,000",,"Wyden, Ron",,
551,,19,Spouse,SLM,SLM Corporation (NASDAQ),Sale (Full),05/07/2013,"$1,001 - $15,000",,"Wyden, Ron",,
552,,20,Spouse,URBN,Urban Outfitters Inc. (NASDAQ),Sale (Full),05/07/2013,"$1,001 - $15,000",,"Wyden, Ron",,
553,,21,Spouse,ZMH,"Zimmer Holdings, Inc. (NYSE)",Sale (Full),05/07/2013,"$15,001 - $50,000",,"Wyden, Ron",,
554,,22,Spouse,WLP,WellPoint Inc. (NYSE),Sale (Full),05/07/2013,"$1,001 - $15,000",,"Wyden, Ron",,
555,,23,Spouse,DVHIX,Delaware National Hi-Yld Muni Bd Instl (NASDAQ),Sale (Partial),02/25/2013,"$50,001 - $100,000",,"Wyden, Ron",,
556,,24,Spouse,DVHIX,Delaware National Hi-Yld Muni Bd Instl (NASDAQ),Sale (Full),09/26/2013,"$50,001 - $100,000",,"Wyden, Ron",,
557,,25,Spouse,SCMTX,DWS Intermediate Tax/AMT Free S (NASDAQ),Sale (Full),07/19/2013,"$100,001 - $250,000",,"Wyden, Ron",,
558,,26,Spouse,--,gateway fund class A,Sale (Full),02/25/2013,"$100,001 - $250,000",,"Wyden, Ron",,
559,,27,Spouse,CHTRX,Invesco Charter A (NASDAQ),Sale (Full),02/25/2013,"$50,001 - $100,000",,"Wyden, Ron",,
560,,28,Spouse,HIINX,Harbor International Investor (NASDAQ),Sale (Full),02/25/2013,"$50,001 - $100,000",,"Wyden, Ron",,
561,,29,Spouse,PARRX,PIMCO Real Return Admin (NASDAQ),Sale (Partial),07/08/2013,"$250,001 - $500,000",,"Wyden, Ron",,
562,,30,Spouse,PARRX,PIMCO Real Return Admin (NASDAQ),Sale (Full),09/26/2013,"$15,001 - $50,000",,"Wyden, Ron",,
563,,31,Spouse,THNYX,Thornburg NY Intermediate Municipal A (NASDAQ),Sale (Full),07/19/2013,"$250,001 - $500,000",,"Wyden, Ron",,
564,,32,Spouse,--,wells fargo advantage intermediate,Sale (Full),07/19/2013,"$100,001 - $250,000",,"Wyden, Ron",,
565,,33,Spouse,CVSIX,Calamos Market Neutral Income A (NASDAQ),Sale (Partial),07/08/2013,"$15,001 - $50,000",,"Wyden, Ron",,
566,,34,Spouse,CVSIX,Calamos Market Neutral Income A (NASDAQ),Purchase,05/20/2013,"$50,001 - $100,000",,"Wyden, Ron",,
567,,35,Spouse,SCMTX,DWS Intermediate Tax/AMT Free S (NASDAQ),Purchase,05/20/2013,"$50,001 - $100,000",,"Wyden, Ron",,
568,,36,Spouse,LTMFX,Thornburg Limited-Term Muni A (NASDAQ),Purchase,05/20/2013,"$50,001 - $100,000",,"Wyden, Ron",,
569,,37,Spouse,--,wells fargo advantage intermediate,Purchase,05/20/2013,"$15,001 - $50,000",,"Wyden, Ron",,
570,,38,Spouse,HIINX,Harbor International Investor (NASDAQ),Purchase,07/09/2013,"$50,001 - $100,000",,"Wyden, Ron",,
571,,39,Spouse,CXHYX,Delaware National Hi-Yld Muni Bd A (NASDAQ),Purchase,07/09/2013,"$50,001 - $100,000",,"Wyden, Ron",,
572,,40,Spouse,--,new york st dorm auth lease bond fund,Purchase,08/07/2013,"$100,001 - $250,000",,"Wyden, Ron",,
573,,41,Spouse,ACGIX,Invesco Growth and Income A (NASDAQ),Purchase,09/27/2013,"$15,001 - $50,000",,"Wyden, Ron",,
574,,42,Spouse,--,baron small cap FD (mutual fund),Purchase,09/27/2013,"$1,001 - $15,000",,"Wyden, Ron",,
575,,43,Spouse,CVSIX,Calamos Market Neutral Income A (NASDAQ),Purchase,09/27/2013,"$1,001 - $15,000",,"Wyden, Ron",,
576,,44,Spouse,MLAAX,MainStay Large Cap Growth A (NASDAQ),Purchase,09/27/2013,"$1,001 - $15,000",,"Wyden, Ron",,
577,,45,Spouse,ODMAX,Oppenheimer Developing Markets A (NASDAQ),Purchase,09/27/2013,"$1,001 - $15,000",,"Wyden, Ron",,
578,,46,Spouse,--,brookhaven NY ref bonds,Purchase,09/30/2013,"$50,001 - $100,000",,"Wyden, Ron",,
579,,47,Spouse,--,triborough brdg & Tunl auth ny rev bond,Purchase,09/30/2013,"$15,001 - $50,000",,"Wyden, Ron",,
580,,48,Spouse,MDLOX,BlackRock Global Allocation Inv A (NASDAQ),Purchase,11/22/2013,"$15,001 - $50,000",,"Wyden, Ron",,
581,,49,Spouse,DFSTX,DFA US Small Cap I (NASDAQ),Purchase,11/22/2013,"$15,001 - $50,000",,"Wyden, Ron",,
582,,50,Spouse,DFLVX,DFA US Large Cap Value I (NASDAQ),Purchase,11/22/2013,"$100,001 - $250,000",,"Wyden, Ron",,
583,,51,Spouse,MERVX,The Merger Fund VL (NASDAQ),Purchase,11/22/2013,"$1,001 - $15,000",,"Wyden, Ron",,
584,,52,Spouse,ODMAX,Oppenheimer Developing Markets A (NASDAQ),Purchase,11/22/2013,"$15,001 - $50,000",,"Wyden, Ron",,
585,,53,Spouse,--,delaware national high yield muni bond A,Purchase,11/22/2013,"$1,001 - $15,000",,"Wyden, Ron",,
586,,54,Spouse,BSCFX,Baron Small Cap Retail (NASDAQ),Purchase,11/26/2013,"$1,001 - $15,000",,"Wyden, Ron",,
587,,55,Spouse,MLAAX,MainStay Large Cap Growth A (NASDAQ),Purchase,12/04/2013,"$1,001 - $15,000",,"Wyden, Ron",,
588,,56,Spouse,ACGIX,Invesco Growth and Income A (NASDAQ),Purchase,12/13/2013,"$1,001 - $15,000",,"Wyden, Ron",,
589,,57,Spouse,DDMSX,DWS Diversified Market Neutrall S (NASDAQ),Purchase,12/16/2013,"$1,001 - $15,000",,"Wyden, Ron",,
590,,58,Spouse,FREAX,Nuveen Real Estate Securities A (NASDAQ),Purchase,12/16/2013,"$1,001 - $15,000",,"Wyden, Ron",,
591,,59,Spouse,HIINX,Harbor International Investor (NASDAQ),Purchase,12/17/2013,"$1,001 - $15,000",,"Wyden, Ron",,
592,,60,Spouse,MDLOX,BlackRock Global Allocation Inv A (NASDAQ),Purchase,12/18/2013,"$1,001 - $15,000",,"Wyden, Ron",,
593,,61,Spouse,CVSIX,Calamos Market Neutral Income A (NASDAQ),Purchase,12/19/2013,"$1,001 - $15,000",,"Wyden, Ron",,
594,,62,Spouse,MERVX,The Merger Fund VL (NASDAQ),Purchase,12/27/2013,"$1,001 - $15,000",,"Wyden, Ron",,
595,,63,Spouse,--,american europacific growth CL F1 fund,Purchase,12/30/2013,"$15,001 - $50,000",,"Wyden, Ron",,
596,,64,Spouse,SGENX,First Eagle Global A (NASDAQ),Purchase,12/30/2013,"$15,001 - $50,000",,"Wyden, Ron",,
597,,65,Spouse,ODMAX,Oppenheimer Developing Markets A (NASDAQ),Purchase,12/30/2013,"$15,001 - $50,000",,"Wyden, Ron",,
598,,66,Spouse,ACGIX,Invesco Growth and Income A (NASDAQ),Purchase,02/26/2013,"$1,001 - $15,000",,"Wyden, Ron",,
599,,67,Spouse,CVSIX,Calamos Market Neutral Income A (NASDAQ),Purchase,02/26/2013,"$1,001 - $15,000",,"Wyden, Ron",,
600,,68,Spouse,--,dws disciplined market neutral Fund Class A,Purchase,02/26/2013,"$50,001 - $100,000",,"Wyden, Ron",,
601,,69,Spouse,MERVX,The Merger Fund VL (NASDAQ),Purchase,02/26/2013,"$100,001 - $250,000",,"Wyden, Ron",,
602,,70,Spouse,PARRX,PIMCO Real Return Admin (NASDAQ),Purchase,02/26/2013,"$50,001 - $100,000",,"Wyden, Ron",,
603,,71,Child,--,US Senate FCU Kids Club Account (William Peter Wyden),Sale (Full),09/09/2013,"$50,001 - $100,000",for transfer to Oregon College Savings Plan,"Wyden, Ron",,
604,,72,Child,--,"US Senate FCU Kid's Club, (Ava Rose Wyden)",Sale (Full),09/09/2013,"$50,001 - $100,000",for transfer to Oregon College Savings Plan,"Wyden, Ron",,
605,,73,Child,--,Oregon College Savings Plan - William Peter Wyden,Purchase,09/09/2013,"$100,001 - $250,000",,"Wyden, Ron",,
606,,74,Child,--,Oregon College Savings Plan - Ava Rose Wyden,Purchase,09/09/2013,"$100,001 - $250,000",,"Wyden, Ron",,
607,,1,Spouse,--,The Salon,Exchange,01/01/2013,"$15,001 - $50,000","Mr. Shaheen transferred his personal interest in The Salon to Shaheen Enterprises, LLC","Shaheen, Jeanne",,
608,,2,Spouse,--,"Promissory note from The Salon, LLC",Sale (Full),09/13/2013,"$100,001 - $250,000",,"Shaheen, Jeanne",,
609,,1,Joint,--,Barrick Gold Corp CAD DE,Sale (Full),02/22/2013,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
610,,2,Self,--,Blackstone/GSO Long Short Credit Income Fund DE,Sale (Full),01/02/2013,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
611,,3,Self,--,Lateef Fund Class A FBOID,Purchase,01/08/2013,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
612,,4,Self,--,Double Line Total Return Fund N FBOID,Purchase,01/08/2013,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
613,,5,Self,--,Yacktman Fund Service Class FBOID,Purchase,01/08/2013,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
614,,6,Self,--,T Rowe Price Capital Apprecation Fund,Purchase,01/08/2013,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
615,,7,Self,--,JP Morgan Strategic Income Opportunities Fund Class A FBOID,Purchase,01/10/2013,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
616,,8,Self,--,Edgewood Growth Fund Retail Class NL,Purchase,01/10/2013,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
617,,9,Self,--,Blackrock Strategic Income A FBOID,Purchase,01/10/2013,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
618,,10,Self,--,First Eagle Global Fund Class A FBOID,Purchase,01/10/2013,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
619,,11,Self,--,Robeco BP Long/Short Equity Fund,Purchase,12/09/2013,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
620,,12,Self,--,AQR Risk Parity Fund FBOID,Sale (Full),12/09/2013,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
621,,13,Self,--,Mainstay Marketfield Fund Class I FBOID,Purchase,12/09/2013,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
622,,14,Self,--,Lateef Fund Class A,Purchase,12/11/2013,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
623,,15,Self,--,Invesco Balanced-Risk Allocation Fund A,Sale (Full),12/11/2013,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
624,,16,Self,--,PIMCO All Assets All Auth-A FBOID,Sale (Full),12/11/2013,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
625,,17,Self,--,T Rowe Price Capital Apprecation Fund,Purchase,12/16/2013,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
626,,18,Self,--,First Eagle Global Fund Class A,Purchase,12/18/2013,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
627,,19,Self,--,Robeco BP Long/Short Equity Fund,Purchase,12/20/2013,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
628,,20,Self,--,Yacktman Fund Service Class,Purchase,12/27/2013,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
629,,1,Spouse,LNC,Lincoln National Corporation (NYSE),Sale (Partial),03/05/2013,"$50,001 - $100,000",,"Carper, Thomas R.",,
630,,2,Spouse,BTF,"Boulder Total Return Fund, Inc. (NYSE)",Purchase,03/27/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
631,,3,Spouse,CLMS,Calamos Asset Management Inc. (NASDAQ),Purchase,03/27/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
632,,4,Spouse,--,Navios Maritme Holdings Inc,Purchase,03/27/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
633,,5,Spouse,PDLI,"PDL BioPharma, Inc. (NASDAQ)",Purchase,03/27/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
634,,6,Spouse,ACAZF,Acadian Timber Corp. (OTC Markets),Purchase,03/27/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
635,,7,Spouse,CSCO,"Cisco Systems, Inc. (NASDAQ)",Purchase,03/27/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
636,,8,Spouse,--,BP PLC ADS,Purchase,05/30/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
637,,9,Spouse,--,Marvell Tech Group Ltd,Purchase,05/30/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
638,,10,Spouse,--,Seadrill LTD,Purchase,05/30/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
639,,11,Spouse,--,Nuveen Intermediate Duration Muni Term Fd,Purchase,05/30/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
640,,12,Spouse,--,Textainer Group Holdings,Purchase,05/30/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
641,,13,Spouse,--,Baxter Intl,Purchase,05/30/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
642,,14,Spouse,DD,E. I. du Pont de Nemours and Company (NYSE),Sale (Partial),05/30/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
643,,15,Spouse,--,Clearbridge American Energy MLP Fund,Purchase,06/17/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
644,,16,Spouse,--,Lincoln National Corp,Sale (Full),07/31/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
645,,17,Spouse,--,Navios Maritme Holdings Inc,Sale (Full),08/21/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
646,,18,Spouse,PNC,"The PNC Financial Services Group, Inc. (NYSE)",Sale (Full),08/22/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
647,,19,Spouse,ACAZF,Acadian Timber Corp. (OTC Markets),Purchase,10/11/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
648,,20,Spouse,--,1st Niagara Bank CD due 1/20/14,Purchase,10/11/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
649,,21,Spouse,HCN,"Health Care REIT, Inc. (NYSE)",Purchase,10/11/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
650,,22,Spouse,JNJ,Johnson & Johnson (NYSE),Purchase,10/11/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
651,,23,Spouse,--,JP Morgan Autocall Potash,Purchase,10/18/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
652,,24,Spouse,TGT,Target Corp. (NYSE),Purchase,10/22/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
653,,25,Spouse,--,MS Autocall Lowes,Purchase,10/25/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
654,,26,Spouse,--,Bank of China NY CD due 3/20/14,Purchase,11/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
655,,27,Spouse,--,JPM Contingent Auto Call Freeport McMoran,Purchase,12/06/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
656,,28,Spouse,--,Fidelity Advisor New Insights Fund,Purchase,12/13/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
657,,29,Spouse,--,Bank of America FRN Pfd J,Sale (Full),01/14/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
658,,30,Spouse,--,Citigroup Funding Inc ELKS 10.5% due 1/24/13 BRCM,Sale (Full),01/24/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
659,,31,Spouse,--,MS Contingent Coupon Bank of America,Sale (Full),01/25/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
660,,32,Spouse,--,Broadcom Single Observation ELKS,Purchase,01/31/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
661,,33,Spouse,--,MS Contingent Autocall Coach,Purchase,01/31/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
662,,34,Spouse,--,Nationwide Health Properties 6.25% due 2/1/13,Sale (Full),02/01/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
663,,35,Spouse,--,Aberdeen Asia Pacific Pr Inc Fd,Sale (Full),02/19/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
664,,36,Spouse,--,Western Asset Worldwide Income Fd,Purchase,02/19/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
665,,37,Spouse,--,Cobalt Energy Single Observation ELKS,Purchase,02/27/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
666,,38,Spouse,--,MS Contingent Autocall MetLife,Purchase,02/27/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
667,,39,Spouse,--,International Lease Finance Bond 3.875% due 4/15/2018,Purchase,03/21/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
668,,40,Spouse,--,Neuberger Berman MLP Fund,Purchase,03/25/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
669,,41,Spouse,--,RBC ELKS Freeport McMoran,Purchase,03/28/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
670,,42,Spouse,--,Lexmark Intl Bond 5.9% due 6/1/2013,Sale (Full),04/01/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
671,,43,Spouse,--,Healthcare Realty Trust Bond 5.125% due 4/1/2014,Sale (Full),04/18/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
672,,44,Spouse,--,Oneok New,Purchase,04/25/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
673,,45,Spouse,--,Duff and Phelps Global Utilities Fd,Sale (Full),04/25/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
674,,46,Spouse,--,MS Contingent Autocall Coach,Sale (Full),05/03/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
675,,47,Spouse,--,Valero Energy Single Observation ELKS,Purchase,05/17/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
676,,48,Spouse,--,MS Contingent Autocall MetLife,Sale (Full),05/31/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
677,,49,Spouse,--,MS Contingent Autocall MetLife,Purchase,05/31/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
678,,50,Spouse,--,Anadarko ELK,Sale (Full),06/04/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
679,,51,Spouse,--,Clearbridge American Energy MLP Fund,Purchase,06/17/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
680,,52,Spouse,--,MS Contingent Autocall Ford,Purchase,07/15/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
681,,53,Spouse,--,Broadcom Single Observation ELKS,Sale (Full),08/05/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
682,,54,Spouse,--,MS Contingent Autocall Broadcom,Purchase,08/09/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
683,,55,Spouse,--,Citi Fixed Coupon Autocall Cummins,Purchase,08/09/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
684,,56,Spouse,--,MS Autocall Cisco,Purchase,08/30/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
685,,57,Spouse,--,MS Contingent Autocall MetLife,Sale (Full),09/06/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
686,,58,Spouse,SLB,Schlumberger Limited (NYSE),Sale (Full),09/06/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
687,,59,Spouse,--,RBS Autocall Blackstone,Purchase,09/27/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
688,,60,Spouse,--,RBC ELKS Freeport McMoran,Sale (Full),10/03/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
689,,61,Spouse,--,JPM Autocall Freeport McMoran,Purchase,10/11/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
690,,62,Spouse,--,MS Contingent Autocall Ford,Sale (Full),10/17/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
691,,63,Spouse,--,JP Morgan Autocall Potash,Purchase,10/18/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
692,,64,Spouse,--,MS Autocall Ford,Purchase,10/25/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
693,,65,Spouse,--,Barclays Autocall NEM,Sale (Full),11/08/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
694,,66,Spouse,HAL,Halliburton Company (NYSE),Sale (Full),11/11/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
695,,67,Spouse,--,MS Contingent Autocall Broadcom,Sale (Full),11/14/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
696,,68,Spouse,--,Citi Fixed Coupon Autocall Cummins,Sale (Full),11/18/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
697,,69,Spouse,--,Valero Energy Single Observation ELKS,Sale (Full),11/21/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
698,,70,Spouse,--,Barclays Autocall Broadcom,Purchase,11/22/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
699,,71,Spouse,--,Barclays Autocall Terex,Purchase,11/22/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
700,,72,Spouse,HAL,Halliburton Company (NYSE),Purchase,12/12/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
701,,73,Spouse,--,MS Contingent Autocall Dow Chemical,Purchase,12/13/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
702,,74,Spouse,CAH,"Cardinal Health, Inc. (NYSE)",Sale (Full),01/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
703,,75,Spouse,--,Nexpoint Credit Strategies,Sale (Full),01/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
704,,76,Spouse,XOM,Exxon Mobil Corporation (NYSE),Sale (Full),01/15/2013,"$15,001 - $50,000",,"Carper, Thomas R.",,
705,,77,Spouse,--,Veolia Environmental,Sale (Full),01/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
706,,78,Spouse,GLAD,Gladstone Capital Corporation (NASDAQ),Sale (Full),01/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
707,,79,Spouse,--,NFJ Dividend Income,Sale (Full),01/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
708,,80,Spouse,--,Peyto Exploration,Sale (Full),01/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
709,,81,Spouse,--,Northland Power Corp,Sale (Full),01/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
710,,82,Spouse,--,Duke Energy Corp New,Sale (Full),01/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
711,,83,Spouse,--,Compass Diversified Tr,Sale (Full),01/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
712,,84,Spouse,--,Chimera Investment Corp,Sale (Full),01/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
713,,85,Spouse,--,Innergex Renewable Energy,Sale (Partial),01/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
714,,86,Spouse,--,Bank of America FRN Adj Pfd J,Sale (Full),01/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
715,,87,Spouse,CFN,CareFusion Corporation (NYSE),Sale (Full),01/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
716,,88,Spouse,HD,"The Home Depot, Inc. (NYSE)",Sale (Full),01/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
717,,89,Spouse,PFE,Pfizer Inc. (NYSE),Sale (Full),01/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
718,,90,Spouse,--,KKR & Co LP,Purchase,04/01/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
719,,91,Spouse,--,Avenex Energy,Sale (Full),04/01/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
720,,92,Spouse,--,PDL Biopharma,Purchase,08/13/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
721,,93,Spouse,PNR,Pentair Ltd. (NYSE),Sale (Full),08/13/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
722,,94,Spouse,--,Omega Healthcare,Purchase,10/11/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
723,,95,Spouse,MMM,3M Company (NYSE),Purchase,10/11/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
724,,96,Spouse,WFC,Wells Fargo & Company (NYSE),Purchase,10/11/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
725,,97,Spouse,--,SPDR BRIC 40 Exchange,Purchase,10/11/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
726,,98,Spouse,AQUNF,Algonquin Power & Utilities Corp. (OTC Markets),Purchase,10/11/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
727,,99,Spouse,--,Argan Inc,Purchase,10/25/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
728,,100,Spouse,LEG,"Leggett & Platt, Incorporated (NYSE)",Sale (Full),10/25/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
729,,101,Spouse,--,I-shares Mid-Cap 400 ETF,Purchase,11/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
730,,102,Spouse,--,SPDR Trust Series 1,Purchase,11/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
731,,103,Spouse,--,Ishares Russell 1000 Value,Purchase,11/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
732,,104,Spouse,--,SPDR BRIC 40 Exchange,Purchase,11/15/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
733,,105,Spouse,--,Mirae Emerging Markets Grt Consumer A,Purchase,11/25/2013,"$1,001 - $15,000",,"Carper, Thomas R.",,
