,Unnamed: 0,#,Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments,Senator Name,Type,Comment
159,,1,Joint,AAPL,Apple Inc. (NASDAQ),,01/24/2013,"$1,001 - $15,000",,The Honorable Jeffry L Flake (Former Senator),Sale (Partial),--
160,,2,Joint,AAPL,Apple Inc. (NASDAQ),,07/31/2013,"$1,001 - $15,000",,The Honorable Jeffry L Flake (Former Senator),Sale (Partial),--
161,,3,Joint,AAPL,Apple Inc. (NASDAQ),,10/22/2013,"$1,001 - $15,000",,The Honorable Jeffry L Flake (Former Senator),Sale (Partial),--
162,,1,Joint,AAPL,Apple Inc. (NASDAQ),Purchase,04/05/2013,"$15,001 - $50,000",,The Honorable Jeffry L Flake (Former Senator),,
163,,2,Joint,AAPL,Apple Inc. (NASDAQ),Purchase,03/22/2013,"$15,001 - $50,000",,The Honorable Jeffry L Flake (Former Senator),,
164,,1,Spouse,WMB,"Williams Companies, Inc. (NYSE)",Purchase,01/09/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
165,,2,Spouse,QCOM,QUALCOMM Incorporated (NASDAQ),Purchase,01/07/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
166,,3,Spouse,PPG,PPG Industries Inc. (NYSE),Sale (Full),01/07/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
167,,4,Spouse,CAT,Caterpillar Inc. (NYSE),Purchase,01/07/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
168,,5,Spouse,TGT,Target Corp. (NYSE),Sale (Full),01/08/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
169,,6,Spouse,PEP,"Pepsico, Inc. (NYSE)",Sale (Full),01/07/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
170,,7,Spouse,UTX,United Technologies Corp. (NYSE),Purchase,01/07/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
171,,8,Spouse,TXN,Texas Instruments Inc. (NASDAQ),Purchase,01/23/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
172,,9,Spouse,--,PNC Funding Corp Nts B/E,Purchase,01/18/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
173,,10,Spouse,GS,"The Goldman Sachs Group, Inc. (NYSE)",Purchase,01/24/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
174,,11,Spouse,GM,General Motors Company (NYSE),Sale (Partial),01/22/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
175,,12,Spouse,LLY,Eli Lilly and Company (NYSE),Purchase,01/14/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
176,,13,Spouse,ORCL,Oracle Corporation (NYSE),Purchase,01/14/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
177,,14,Spouse,BMY,Bristol-Myers Squibb Company (NYSE),Sale (Full),01/14/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
178,,15,Spouse,IBM,International Business Machines Corporation (NYSE),Sale (Full),01/14/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
179,,16,Spouse,--,PNC NA NTS B/E,Sale (Full),01/18/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
180,,17,Spouse,JNJ,Johnson & Johnson (NYSE),Purchase,01/17/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
181,,18,Spouse,AIG,"American International Group, Inc. (NYSE)",Purchase,01/25/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
182,,19,Spouse,GS,"The Goldman Sachs Group, Inc. (NYSE)",Purchase,01/25/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
183,,20,Spouse,COF,Capital One Financial Corporation (NYSE),Sale (Partial),01/25/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
184,,21,Spouse,AMZN,Amazon.com Inc. (NASDAQ),Purchase,01/31/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
185,,22,Spouse,ORCL,Oracle Corporation (NYSE),Purchase,02/05/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
186,,23,Spouse,TWX,Time Warner Inc. (NYSE),Sale (Full),02/07/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
187,,24,Spouse,FDX,FedEx Corporation (NYSE),Purchase,02/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
188,,25,Spouse,NWSA,News Corporation (NASDAQ),Sale (Partial),02/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
189,,26,Spouse,LBTYA,Liberty Global plc (NASDAQ),Purchase,02/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
190,,27,Spouse,BAC,Bank of America Corporation (NYSE),Purchase,02/15/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
191,,28,Spouse,CELG,Celgene Corporation (NASDAQ),Purchase,02/14/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
192,,29,Spouse,CELG,Celgene Corporation (NASDAQ),Purchase,02/25/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
193,,30,Spouse,COF,Capital One Financial Corporation (NYSE),Sale (Full),02/25/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
194,,31,Spouse,RIO,Rio Tinto plc (NYSE),Sale (Full),02/25/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
195,,32,Spouse,CELG,Celgene Corporation (NASDAQ),Purchase,03/08/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
196,,33,Spouse,WMB,"Williams Companies, Inc. (NYSE)",Purchase,01/08/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
197,,34,Spouse,--,Heinz HJ Co,Sale (Full),02/28/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
198,,35,Spouse,FDX,FedEx Corporation (NYSE),Purchase,03/01/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
199,,36,Spouse,GOOG,Google Inc. (NASDAQ),Purchase,03/01/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
200,,37,Spouse,LBTYA,Liberty Global plc (NASDAQ),Purchase,03/01/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
201,,38,Spouse,GS,"The Goldman Sachs Group, Inc. (NYSE)",Sale (Partial),03/01/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
202,,39,Spouse,GOOG,Google Inc. (NASDAQ),Purchase,03/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
203,,40,Spouse,HAL,Halliburton Company (NYSE),Sale (Partial),03/22/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
204,,41,Spouse,MLPOX,Oppenheimer SteelPath MLP Alpha Y (NASDAQ),Purchase,03/22/2013,"$15,001 - $50,000",,"Collins, Susan M.",,
205,,42,Spouse,ASHAX,AllianzGI Short Duration High Inc A (NASDAQ),Purchase,03/26/2013,"$15,001 - $50,000",,"Collins, Susan M.",,
206,,43,Spouse,BWG,Legg Mason BW Global Income Opp (NYSE),Purchase,03/26/2013,"$15,001 - $50,000",,"Collins, Susan M.",,
207,,44,Spouse,SDUSX,DWS Ultra Short Duration Svc (NASDAQ),Purchase,03/26/2013,"$15,001 - $50,000",,"Collins, Susan M.",,
208,,45,Spouse,FDX,FedEx Corporation (NYSE),Sale (Full),03/25/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
209,,46,Spouse,LBTYA,Liberty Global plc (NASDAQ),Purchase,04/03/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
210,,47,Spouse,JNJ,Johnson & Johnson (NYSE),Purchase,04/01/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
211,,48,Spouse,ABC,AmerisourceBergen Corporation (NYSE),Purchase,04/12/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
212,,49,Spouse,CELG,Celgene Corporation (NASDAQ),Purchase,04/17/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
213,,50,Spouse,APC,Anadarko Petroleum Corporation (NYSE),Purchase,04/16/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
214,,51,Spouse,CVX,Chevron Corporation (NYSE),Purchase,04/16/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
215,,52,Spouse,XOM,Exxon Mobil Corporation (NYSE),Sale (Partial),04/16/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
216,,53,Spouse,GE,General Electric Company (NYSE),Purchase,04/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
217,,54,Spouse,GM,General Motors Company (NYSE),Sale (Partial),04/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
218,,55,Spouse,FCX,Freeport-McMoRan Copper & Gold Inc. (NYSE),Sale (Partial),03/19/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
219,,56,Spouse,CIRFP,CONTINENTAL AIRL FIN (OTC Markets),Purchase,03/19/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
220,,57,Spouse,--,"Thermo Fisher Scientific, Inc. 3.6%",Sale (Full),03/19/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
221,,58,Spouse,CELG,Celgene Corporation (NASDAQ),Purchase,03/15/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
222,,59,Spouse,TMO,"Thermo Fisher Scientific, Inc. (NYSE)",Sale (Full),04/18/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
223,,60,Spouse,AMGN,Amgen Inc. (NASDAQ),Purchase,04/19/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
224,,61,Spouse,XOM,Exxon Mobil Corporation (NYSE),Sale (Partial),04/19/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
225,,62,Spouse,KMB,Kimberly-Clark Corporation (NYSE),Sale (Full),04/24/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
226,,63,Spouse,ABC,AmerisourceBergen Corporation (NYSE),Purchase,04/23/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
227,,64,Spouse,AAPL,Apple Inc. (NASDAQ),Sale (Partial),04/23/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
228,,65,Spouse,APC,Anadarko Petroleum Corporation (NYSE),Purchase,04/30/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
229,,66,Spouse,CVX,Chevron Corporation (NYSE),Purchase,04/30/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
230,,67,Spouse,XOM,Exxon Mobil Corporation (NYSE),Sale (Full),04/30/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
231,,68,Spouse,QCOM,QUALCOMM Incorporated (NASDAQ),Sale (Partial),04/30/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
232,,69,Spouse,PG,The Procter & Gamble Company (NYSE),Sale (Partial),04/29/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
233,,70,Spouse,--,Mansfield Rex Indpt Dist,Sale (Full),05/01/2013,"$15,001 - $50,000",,"Collins, Susan M.",,
234,,71,Spouse,--,North Carolina Med Care Commn,Sale (Full),05/06/2013,"$15,001 - $50,000",,"Collins, Susan M.",,
235,,72,Spouse,AMGN,Amgen Inc. (NASDAQ),Sale (Full),05/03/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
236,,73,Spouse,AMZN,Amazon.com Inc. (NASDAQ),Sale (Partial),05/06/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
237,,74,Spouse,HAL,Halliburton Company (NYSE),Purchase,05/02/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
238,,75,Spouse,UNH,UnitedHealth Group Incorporated (NYSE),Purchase,04/10/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
239,,76,Spouse,GE,General Electric Company (NYSE),Purchase,05/03/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
240,,77,Spouse,BA,The Boeing Company (NYSE),Purchase,05/06/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
241,,78,Spouse,LVS,Las Vegas Sands Corp. (NYSE),Purchase,05/03/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
242,,79,Spouse,--,University III Univ Res,Purchase,05/02/2013,"$15,001 - $50,000",,"Collins, Susan M.",,
243,,80,Spouse,CSCO,"Cisco Systems, Inc. (NASDAQ)",Purchase,05/02/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
244,,81,Spouse,KRFT,"Kraft Foods Group, Inc. (NASDAQ)",Sale (Full),05/02/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
245,,82,Spouse,LOW,Lowe's Companies Inc. (NYSE),Purchase,05/08/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
246,,83,Spouse,AMT,American Tower Corporation (NYSE),Purchase,05/08/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
247,,84,Spouse,UNP,Union Pacific Corporation (NYSE),Purchase,05/08/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
248,,85,Spouse,CVS,CVS Caremark Corporation (NYSE),Sale (Partial),05/14/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
249,,86,Spouse,CAT,Caterpillar Inc. (NYSE),Purchase,04/22/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
250,,87,Spouse,SLB,Schlumberger Limited (NYSE),Purchase,04/22/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
251,,88,Spouse,BA,The Boeing Company (NYSE),Purchase,05/16/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
252,,89,Spouse,CSCO,"Cisco Systems, Inc. (NASDAQ)",Purchase,05/16/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
253,,90,Spouse,DIS,The Walt Disney Company (NYSE),Sale (Partial),05/16/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
254,,91,Spouse,JCI,Johnson Controls Inc. (NYSE),Sale (Partial),05/15/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
255,,92,Spouse,BA,The Boeing Company (NYSE),Purchase,05/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
256,,93,Spouse,CP,Canadian Pacific Railway Limited (NYSE),Purchase,05/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
257,,94,Spouse,MSFT,Microsoft Corporation (NASDAQ),Purchase,05/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
258,,95,Spouse,LLY,Eli Lilly and Company (NYSE),Sale (Full),05/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
259,,96,Spouse,PFE,Pfizer Inc. (NYSE),Sale (Partial),05/21/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
260,,97,Spouse,PCP,Precision Castparts Corp. (NYSE),Purchase,05/24/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
261,,98,Spouse,NTAP,"NetApp, Inc. (NASDAQ)",Sale (Full),05/22/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
262,,99,Spouse,MRK,Merck & Co. Inc. (NYSE),Purchase,05/22/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
263,,100,Spouse,NESN.VX,NESTLE N,Purchase,05/22/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
264,,101,Spouse,COP,ConocoPhillips (NYSE),Sale (Partial),05/22/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
265,,102,Spouse,BIIB,Biogen Idec Inc. (NASDAQ),Sale (Partial),06/04/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
266,,103,Spouse,GILD,Gilead Sciences Inc. (NASDAQ),Sale (Partial),06/04/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
267,,104,Spouse,CP,Canadian Pacific Railway Limited (NYSE),Purchase,06/04/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
268,,105,Spouse,GILD,Gilead Sciences Inc. (NASDAQ),Sale (Partial),06/03/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
269,,106,Spouse,CSCO,"Cisco Systems, Inc. (NASDAQ)",Purchase,06/05/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
270,,107,Spouse,MSFT,Microsoft Corporation (NASDAQ),Purchase,06/05/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
271,,108,Spouse,BIIB,Biogen Idec Inc. (NASDAQ),Sale (Partial),06/05/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
272,,109,Spouse,GILD,Gilead Sciences Inc. (NASDAQ),Sale (Partial),06/05/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
273,,110,Spouse,ALL,The Allstate Corporation (NYSE),Purchase,06/06/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
274,,111,Spouse,MFLDX,MainStay Marketfield I (NASDAQ),Purchase,06/03/2013,"$50,001 - $100,000",,"Collins, Susan M.",,
275,,112,Spouse,ABRYX,Invesco Balanced-Risk Allc Y (NASDAQ),Sale (Full),06/03/2013,"$50,001 - $100,000",,"Collins, Susan M.",,
276,,113,Spouse,--,AMT-American Tower Corporation INC NTS 5.05%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
277,,114,Spouse,--,"AT&T, Inc. 4.45%",Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
278,,115,Spouse,--,Berkshire Hathaway Inc. 3.75%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
279,,116,Spouse,--,General Electric Company Cap Corp 4.65%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
280,,117,Spouse,--,"BDX-Becton, Dickinson and Company 3.125%",Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
281,,118,Spouse,--,Contl 2012-2 A,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
282,,119,Spouse,C,Citigroup Inc. (NYSE),Sale (Partial),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
283,,120,Spouse,--,Halliburton Company 3.25%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
284,,121,Spouse,--,Hewlett-Packard Company 4.3%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
285,,122,Spouse,--,JPMorgan Chase & Co. 4.625%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
286,,123,Spouse,INTC,Intel Corporation (NASDAQ),Sale (Partial),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
287,,124,Spouse,--,Lockheed Martin Corporation 3.35%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
288,,125,Spouse,--,L-3 Communications Holdings Inc. 4.75%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
289,,126,Spouse,EOG,"EOG Resources, Inc. (NYSE)",Sale (Partial),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
290,,127,Spouse,--,PNC Bank NTS B/E,Sale (Partial),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
291,,128,Spouse,--,"Medtronic, Inc. 4.125%",Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
292,,129,Spouse,--,US BANCORP MED TERM 2.95%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
293,,130,Spouse,--,PerkinElmer Inc. 5%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
294,,131,Spouse,--,Pioneer Natural Resources Co. 6.875%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
295,,132,Spouse,--,Qwest Corp. 6.75%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
296,,133,Spouse,--,Stanley Black & Decker 3.4%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
297,,134,Spouse,--,Wells Fargo & Company 4.6%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
298,,135,Spouse,--,US Airways 2011 NTS,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
299,,136,Spouse,--,United Technologies Corp. 4.5%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
300,,137,Spouse,--,Verizon Communications Inc. 3.5%,Sale (Full),06/11/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
301,,138,Spouse,LNT,Alliant Energy Corporation (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
302,,139,Spouse,ADC,Agree Realty Corp. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
303,,140,Spouse,AIT,"Applied Industrial Technologies, Inc. (NYSE)",Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
304,,141,Spouse,ALV,"Autoliv, Inc. (NYSE)",Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
305,,142,Spouse,ARCC,Ares Capital Corporation (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
306,,143,Spouse,AMLP,ALPS Alerian MLP ETF,Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
307,,144,Spouse,BGS,B&G Foods Inc. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
308,,145,Spouse,CBT,Cabot Corporation (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
309,,146,Spouse,CMO,Capstead Mortgage Corp. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
310,,147,Spouse,CYS,"CYS Investments, Inc. (NYSE)",Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
311,,148,Spouse,--,Caplease Inc Reits Sbi,Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
312,,149,Spouse,CY,Cypress Semiconductor Corporation (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
313,,150,Spouse,CHCO,City Holding Co. (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
314,,151,Spouse,CLNY,"Colony Financial, Inc. (NYSE)",Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
315,,152,Spouse,CPSI,Computer Programs & Systems Inc. (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
316,,153,Spouse,CTBI,Community Trust Bancorp Inc. (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
317,,154,Spouse,CNSL,Consolidated Communications Holdings Inc. (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
318,,155,Spouse,CR,Crane Co. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
319,,156,Spouse,GRMN,Garmin Ltd. (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
320,,157,Spouse,DLR,Digital Realty Trust Inc. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
321,,158,Spouse,EPR,EPR Properties (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
322,,159,Spouse,FNF,"Fidelity National Financial, Inc. (NYSE)",Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
323,,160,Spouse,FLY,FLY Leasing Limited (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
324,,161,Spouse,FMER,FirstMerit Corporation (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
325,,162,Spouse,HNI,HNI Corp. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
326,,163,Spouse,HRS,Harris Corporation (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
327,,164,Spouse,HCC,HCC Insurance Holdings Inc. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
328,,165,Spouse,HAS,Hasbro Inc. (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
329,,166,Spouse,HTS,Hatteras Financial Corp (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
330,,167,Spouse,HFC,HollyFrontier Corporation (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
331,,168,Spouse,HTGC,"Hercules Technology Growth Capital, Inc. (NYSE)",Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
332,,169,Spouse,HUB-B,Hubbell Inc. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
333,,170,Spouse,HUN,Huntsman Corporation (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
334,,171,Spouse,IEX,IDEX Corporation (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
335,,172,Spouse,XTXI,Crosstex Energy Inc. (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
336,,173,Spouse,LANC,Lancaster Colony Corporation (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
337,,174,Spouse,OB,"OneBeacon Insurance Group, Ltd. (NYSE)",Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
338,,175,Spouse,LDR,Landauer Inc. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
339,,176,Spouse,LECO,Lincoln Electric Holdings Inc. (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
340,,177,Spouse,MTSC,MTS Systems Corporation (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
341,,178,Spouse,MXIM,"Maxim Integrated Products, Inc. (NASDAQ)",Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
342,,179,Spouse,MCHP,Microchip Technology Inc. (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
343,,180,Spouse,MOLX,Molex Incorporated (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
344,,181,Spouse,MGRC,McGrath Rentcorp (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
345,,182,Spouse,NWL,Newell Rubbermaid Inc. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
346,,183,Spouse,OHI,Omega Healthcare Investors Inc. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
347,,184,Spouse,PACW,PacWest Bancorp (NASDAQ),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
348,,185,Spouse,PKG,Packaging Corporation of America (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
349,,186,Spouse,PGH,Pengrowth Energy Corporation (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
350,,187,Spouse,PWE,Penn West Petroleum Ltd. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
351,,188,Spouse,POM,"Pepco Holdings, Inc. (NYSE)",Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
352,,189,Spouse,PRE,PartnerRe Ltd. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
353,,190,Spouse,PL,Protective Life Corporation (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
354,,191,Spouse,PNM,"PNM Resources, Inc. (NYSE)",Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
355,,192,Spouse,RPM,RPM International Inc. (NYSE),Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
356,,193,Spouse,ROC,"Rockwood Holdings, Inc. (NYSE)",Purchase,06/13/2013,"$1,001 - $15,000",,"Collins, Susan M.",,
